EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2322,High,Medium,Better
2323,Low,Low,Better
2324,High,Very High,Better
2325,High,Medium,Better
2326,Very High,Low,Good
2327,High,Low,Good
2328,Low,Very High,Bad
2329,High,Very High,Better
2330,Medium,Very High,Good
2331,Low,Very High,Better
2332,High,Medium,Better
2333,Medium,Medium,Best
2334,Medium,High,Better
2335,Medium,Low,Better
2336,Low,High,Better
2337,Very High,High,Better
2338,Low,Very High,Best
2339,High,High,Better
2340,Very High,High,Better
2341,Low,Low,Better
2342,Very High,Very High,Better
2343,Medium,High,Good
2344,Very High,High,Good
2345,Very High,Low,Better
2346,Very High,Medium,Better
2347,High,Very High,Good
2348,Very High,Low,Bad
2349,High,Medium,Better
2350,Medium,High,Good
2351,Medium,High,Better
2352,Medium,Very High,Better
2353,Medium,Very High,Good
2354,Medium,Medium,Good
2355,High,Low,Better
2356,Low,Low,Better
2357,Very High,Low,Better
2358,High,High,Better
2359,High,Very High,Better
2360,High,Low,Good
2361,Medium,Low,Better
2362,Very High,Low,Better
2363,Medium,Low,Better
2364,Medium,Low,Good
2365,High,Very High,Better
2366,Medium,Very High,Best
2367,Very High,High,Better
2368,High,High,Better
2369,Low,High,Better
2370,High,High,Better
2371,High,High,Good
2372,Low,High,Bad
2373,Very High,Very High,Better
2374,Very High,High,Best
2375,Very High,Low,Better
2376,Medium,Medium,Bad
2377,High,Very High,Good
2378,Low,Very High,Better
2379,High,Very High,Better
2380,NA,Very High,Good
2381,Low,Very High,Better
2382,Medium,High,Better
2383,Very High,Very High,Good
2384,Low,Low,Bad
2385,High,High,Better
2386,Medium,Low,Better
2387,Very High,High,Better
2388,Very High,Medium,Better
2389,Low,Medium,Better
2390,Very High,Low,Better
2391,High,High,Better
2392,Very High,Medium,Better
2393,Low,Medium,Better
2394,High,High,Better
2395,Very High,High,NA
2396,Very High,Low,Better
2397,Medium,High,Better
2398,High,High,Better
2399,Very High,Very High,Best
2400,Very High,Very High,Best
2401,Low,Medium,Good
2402,Very High,Very High,Better
2403,Very High,Medium,Good
2404,Low,Very High,Better
2405,Very High,Low,Good
2406,Very High,Medium,Better
2407,Medium,Medium,Better
2408,High,High,Better
2409,Very High,High,Better
2410,Very High,Low,Better
2411,High,Very High,Better
2412,Low,High,Good
2413,High,Very High,Better
2414,Very High,High,Better
2415,Very High,High,Good
2416,Medium,Very High,Better
2417,Very High,High,Better
2418,Very High,Medium,Better
2419,Very High,Very High,Better
2420,Low,Medium,Better
2421,Medium,Very High,Best
2422,High,Very High,Best
2423,Medium,Medium,Better
2424,High,Very High,Good
2425,Medium,Very High,Better
2426,High,Very High,Better
2427,High,Very High,Better
2428,Low,Very High,Best
2429,Very High,Very High,Better
2430,High,High,Better
2431,Very High,High,Better
2432,Very High,High,Better
2433,High,Very High,Good
2434,High,High,Good
2435,Very High,High,Better
2436,High,High,Bad
2437,Very High,High,Best
2438,Very High,Medium,Better
2439,Low,High,Good
2440,Medium,High,Best
2441,High,Medium,Better
2442,Medium,Low,Better
2443,Medium,Low,Best
2444,High,Medium,Better
2445,Very High,High,Better
2446,Medium,Very High,Good
2447,High,Medium,Bad
2448,High,Very High,Good
2449,Medium,Low,Better
2450,Low,Medium,Better
2451,High,Medium,Bad
2452,Very High,Very High,Good
2453,Very High,Very High,Better
2454,Very High,High,Bad
2455,Medium,Medium,Good
2456,High,High,Best
2457,Very High,Low,Better
2458,Low,Very High,Better
2459,High,Very High,Good
2460,Low,High,Better
2461,High,Very High,Good
2462,Medium,Medium,Better
2463,Very High,High,Best
2464,High,Low,Better
2465,Very High,Very High,Better
2466,Very High,Medium,Good
2467,Very High,Very High,Best
2468,Low,Low,Good
2469,High,Medium,Good
2470,Low,High,Better
2471,Very High,Low,Better
2472,High,High,Better
2473,Medium,Medium,Better
2474,Medium,Very High,Better
2475,High,High,Better
2476,Medium,Medium,Good
2477,High,NA,Better
2478,Very High,Medium,Good
2479,High,Low,NA
2480,Very High,High,Better
2481,Low,High,Good
2482,Medium,Very High,Better
2483,Very High,Very High,Better
2484,Medium,Medium,Better
2485,Very High,High,Better
2486,High,Low,Better
2487,Low,Very High,Better
2488,Low,High,Better
2489,Medium,Medium,Better
2490,High,Very High,Better
2491,Very High,Low,Better
2492,High,Medium,Good
2493,High,Medium,Good
2494,High,Very High,Better
2495,Very High,Low,Better
2496,High,Very High,Best
2497,High,High,Better
2498,Medium,Medium,Better
2499,High,Low,Good
2500,Medium,Low,Good
2501,Medium,Very High,Better
2502,Low,Medium,Better
2503,Very High,Low,Good
2504,Very High,Low,Bad
2505,High,Very High,Better
2506,Low,High,Good
2507,Medium,Medium,Bad
2508,High,High,Best
2509,Low,High,Better
2510,Very High,Medium,Better
2511,Very High,Medium,Best
2512,High,Very High,Better
2513,Medium,High,Better
2514,Medium,Medium,Good
2515,Medium,High,Best
2516,High,Medium,Better
2517,Medium,Low,Better
2518,Very High,Very High,Good
2519,Low,Low,Better
2520,High,Low,Better
2521,Medium,Very High,Good
2522,High,Very High,Better
2523,Low,High,Better
2524,Medium,High,Bad
2525,Very High,Low,Better
2526,Low,Low,Better
2527,High,High,Best
2528,Very High,Medium,Better
2529,Low,Very High,Better
2530,Very High,Very High,Good
2531,Very High,Very High,Best
2532,Very High,Very High,Best
2533,High,High,Good
2534,Medium,High,Better
2535,Very High,Very High,Good
2536,High,Very High,Better
2537,Very High,High,Better
2538,Very High,High,Better
2539,High,Medium,Good
2540,Low,Low,Better
2541,Medium,High,Better
2542,Very High,Medium,Better
2543,Low,High,Better
2544,Very High,Medium,Better
2545,Very High,Very High,Good
2546,High,Medium,Better
2547,Very High,Low,Good
2548,Very High,Very High,Better
2549,Medium,Very High,Best
2550,Medium,Medium,Better
2551,Medium,Very High,Good
2552,Very High,Medium,Better
2553,Medium,High,Better
2554,Medium,High,Better
2555,High,Very High,Better
2556,Very High,Low,Better
2557,Very High,Low,Better
2558,Very High,Medium,Better
2559,Medium,Very High,Good
2560,Medium,Very High,Good
2561,Low,Low,Better
2562,Medium,High,Good
2563,Low,High,Good
2564,Very High,Very High,Better
2565,Medium,Low,Better
2566,Very High,Low,Better
2567,Low,Very High,Better
2568,High,Medium,Bad
2569,NA,Medium,Better
2570,High,Low,Best
2571,High,Very High,Better
2572,Very High,Very High,Good
2573,Low,High,Good
2574,High,Very High,Better
2575,Medium,High,Better
2576,Medium,High,Good
2577,High,Very High,Better
2578,High,Low,Better
2579,Low,High,Better
2580,Medium,Medium,Good
2581,High,Very High,Better
2582,Very High,High,Better
2583,High,Medium,Best
2584,Very High,Low,NA
2585,Low,Low,Better
2586,Very High,Medium,Better
2587,Very High,Very High,Good
2588,Low,High,Better
2589,Medium,Very High,Best
2590,Medium,Very High,Better
2591,Medium,Very High,Better
2592,Low,Medium,Better
2593,Medium,Low,Bad
2594,High,High,Good
2595,High,Low,Best
2596,Low,Medium,Better
2597,Low,Very High,Good
2598,Very High,High,Good
2599,High,Low,Good
2600,Low,Low,Good
2601,High,Very High,Better
2602,Very High,Low,Better
2603,High,Very High,Good
2604,Low,Low,Good
2605,High,Very High,Better
2606,Very High,Very High,Better
2607,Very High,Very High,Better
2608,Low,Very High,Better
2609,Low,Low,Good
2610,Low,High,Good
2611,Very High,High,Better
2612,Low,High,Better
2613,Very High,Medium,Better
2614,High,Medium,Better
2615,Very High,Very High,Better
2616,Medium,Low,Better
2617,Very High,High,Better
2618,High,High,Best
2619,High,Low,Better
2620,Medium,High,Good
2621,Very High,Very High,Best
2622,Very High,High,Best
2623,Medium,Medium,Better
2624,High,Medium,Better
2625,Very High,Medium,Good
2626,Very High,High,Good
2627,Low,High,Better
2628,Medium,High,Good
2629,Very High,Medium,Better
2630,Low,High,Better
2631,Low,High,Better
2632,Very High,Low,Good
2633,Very High,Very High,Better
2634,High,Medium,Bad
2635,Very High,High,Better
2636,Very High,High,Best
2637,Medium,High,Better
2638,Medium,Very High,Better
2639,High,Medium,Better
2640,Low,Very High,Good
2641,Medium,Medium,Better
2642,Low,Very High,Better
2643,Medium,High,Better
2644,High,Very High,Better
2645,High,Very High,Better
2646,Low,High,Good
2647,Low,Very High,Good
2648,Medium,Very High,Better
2649,High,Low,Better
2650,Very High,Very High,Good
2651,Very High,Low,Good
2652,Low,Very High,Better
2653,Very High,Medium,Better
2654,High,High,Good
2655,Low,Very High,Best
2656,Low,High,Good
2657,Very High,High,Bad
2658,Low,Medium,Better
2659,Very High,High,Better
2660,Very High,Very High,Good
2661,High,Medium,Better
2662,Very High,Low,Better
2663,High,Very High,Better
2664,Low,Very High,Better
2665,Medium,High,Better
2666,Medium,Very High,Good
2667,Very High,High,Better
2668,High,High,Better
2669,High,High,Best
2670,High,High,Better
2671,High,Very High,Better
2672,Very High,Medium,Better
2673,Very High,Low,Bad
2674,Very High,Low,Better
2675,Medium,Very High,Good
2676,Medium,Low,Better
2677,Very High,High,Better
2678,High,Very High,Better
2679,Very High,Low,Better
2680,Medium,Medium,Better
2681,Very High,Medium,Good
2682,Medium,High,Best
2683,Medium,Very High,Bad
2684,High,Medium,Better
2685,Very High,High,Better
2686,Very High,High,Better
2687,Low,Medium,Better
2688,Very High,Very High,Good
2689,High,Low,Good
2690,Very High,High,Better
2691,Very High,High,Better
2692,High,High,Good
2693,Low,Medium,Better
2694,Very High,High,Better
2695,Low,High,Good
2696,Medium,Very High,Better
2697,High,High,Better
2698,Medium,Low,Better
2699,Low,Medium,Good
2700,Very High,Very High,Good
2701,Low,Very High,Better
2702,Very High,Very High,Better
2703,Low,High,Good
2704,High,Low,Better
2705,Low,Medium,Better
2706,High,Very High,Better
2707,Medium,Low,Better
2708,High,NA,Good
2709,Medium,Low,Better
2710,High,Medium,NA
2711,Low,Very High,Better
2712,Medium,Low,Good
2713,High,Very High,Better
2714,Very High,Very High,Best
2715,Very High,High,Better
2716,Very High,Very High,Best
2717,Medium,Very High,Good
2718,Very High,High,Good
2719,Low,High,Better
2720,Very High,Very High,Better
2721,Medium,Low,Best
2722,High,Low,Better
2723,High,Very High,Better
2724,Very High,Low,Better
2725,Low,High,Good
2726,Very High,High,Better
2727,High,Very High,Better
2728,Medium,High,Better
2729,Medium,High,Better
2730,Medium,Medium,Better
2731,Low,Very High,Better
2732,Very High,Very High,Better
2733,Low,High,Better
2734,High,High,Good
2735,Medium,Low,Good
2736,High,Low,Better
2737,NA,Very High,Good
2738,Low,Very High,Better
2739,Medium,Low,Good
2740,High,Low,Better
2741,Very High,Very High,Good
2742,Low,High,Best
2743,Low,Very High,Better
2744,Very High,Very High,Better
2745,Medium,High,Good
2746,Low,Low,Good
2747,High,High,Better
2748,Very High,High,Better
2749,Medium,Medium,Better
2750,Medium,Low,Better
2751,Medium,Low,Good
2752,Very High,High,Good
2753,Low,High,Good
2754,High,Medium,Better
2755,High,Medium,Better
2756,Medium,Medium,Better
2757,Medium,Very High,Better
2758,High,Very High,Better
2759,High,Low,Better
2760,Very High,Low,Best
2761,Low,High,Best
2762,Medium,Medium,Better
2763,Very High,Very High,Good
2764,Medium,High,Better
2765,Low,Very High,Better
2766,Medium,Very High,Better
2767,Low,Medium,Better
2768,Very High,Very High,Good
2769,High,Low,Better
2770,Very High,Very High,Better
2771,High,Very High,Better
2772,High,Very High,Better
2773,High,Medium,Good
2774,High,Very High,Bad
2775,High,Medium,Good
2776,High,Low,Good
2777,Medium,High,Better
2778,Low,High,Bad
2779,Low,High,Good
2780,Medium,High,Best
2781,Very High,High,Good
2782,Medium,Medium,Best
2783,High,Low,Better
2784,Very High,Low,Better
2785,Very High,Very High,Better
2786,Low,High,Better
2787,High,Very High,Best
2788,High,Very High,Better
2789,Low,Medium,Good
2790,High,High,Better
2791,Very High,Very High,Better
2792,Medium,Very High,Better
2793,Low,Low,Good
2794,Low,High,Better
2795,Very High,Very High,Better
2796,Medium,High,Better
2797,High,Medium,Better
2798,High,Very High,Better
2799,High,Low,Better
2800,Medium,Very High,Better
2801,Low,Very High,Better
2802,High,Very High,Best
2803,Low,High,Good
2804,High,Medium,Best
2805,Medium,Medium,Better
2806,Low,High,Better
2807,Medium,High,Good
2808,High,Medium,Good
2809,Very High,Very High,Good
2810,Very High,High,Good
2811,High,Very High,Better
2812,High,Low,Good
2813,Medium,High,Better
2814,High,Very High,Better
2815,Medium,High,Better
2816,High,High,Better
2817,High,High,Better
2818,Medium,Medium,Better
2819,Low,Very High,Better
2820,Very High,High,Best
2821,Low,High,Better
2822,High,Very High,Bad
2823,Low,Low,Best
2824,High,Very High,Good
2825,Very High,High,Better
2826,Low,High,Good
2827,Very High,Very High,Best
2828,Very High,Low,Better
2829,Medium,Very High,Better
2830,Very High,Low,Good
2831,High,Low,Better
2832,Medium,Medium,Better
2833,Medium,Medium,Better
2834,High,Medium,Better
2835,Medium,High,Bad
2836,Medium,Medium,Bad
2837,Medium,Very High,Better
2838,Very High,High,Better
2839,Medium,High,Better
2840,Medium,Medium,Good
2841,High,Very High,Good
2842,High,High,Better
2843,High,Very High,Better
2844,Very High,Medium,Bad
2845,High,Very High,Bad
2846,High,Very High,Bad
2847,High,High,Good
2848,High,Medium,Better
2849,Low,High,Better
2850,Medium,Very High,Better
2851,Low,Very High,Best
2852,High,High,Better
2853,High,Medium,Good
2854,High,Low,Best
2855,Very High,Medium,Good
2856,High,Low,Better
2857,High,Low,Best
2858,High,Low,Better
2859,High,Very High,Best
2860,Medium,Very High,Good
2861,Medium,Low,Better
2862,High,Very High,Better
2863,High,Very High,Better
2864,Very High,Medium,Better
2865,Medium,Medium,Good
2866,High,High,Good
2867,Very High,Low,Better
2868,Very High,Medium,Better
2869,Very High,High,Better
2870,High,Medium,Better
2871,Very High,High,Good
2872,Very High,Medium,Better
2873,High,High,Better
2874,Very High,Medium,Good
2875,Medium,High,Better
2876,Very High,NA,Best
2877,Low,Very High,Better
2878,Medium,Low,Good
2879,Medium,Medium,Better
2880,High,High,Better
2881,Very High,High,Better
2882,Very High,Very High,Bad
2883,High,Low,Better
2884,Very High,Very High,Better
2885,Very High,High,Best
2886,High,Very High,Best
2887,Medium,Low,Better
2888,Medium,Very High,Good
2889,Very High,Medium,Good
2890,Medium,Very High,Better
2891,Very High,Very High,Bad
2892,Very High,Low,Better
2893,Very High,Very High,Good
2894,High,High,Better
2895,Very High,High,Better
2896,Medium,Medium,Bad
2897,Very High,Low,Better
2898,Very High,Very High,Better
2899,High,Low,NA
2900,High,High,Good
2901,Very High,Very High,Better
2902,Very High,Low,Better
2903,Very High,Medium,Best
2904,High,Medium,Better
2905,Medium,Very High,Better
2906,Low,High,Good
2907,High,High,Better
2908,High,Very High,Better
2909,Low,Very High,Better
2910,Medium,Very High,Better
2911,High,High,Best
2912,High,Very High,Good
2913,High,Very High,Good
2914,High,Very High,Better
2915,Medium,High,Good
2916,Very High,Very High,Good
2917,High,Very High,Bad
2918,Very High,Very High,Better
2919,Low,Low,Best
2920,Low,High,Best
2921,High,Medium,Better
2922,Very High,High,Bad
2923,High,High,Better
2924,High,Very High,Better
2925,High,Low,Good
2926,NA,Very High,Better
2927,High,Very High,Better
2928,Medium,High,Better
2929,High,Very High,Good
2930,Very High,Low,Better
2931,High,Low,Good
2932,Low,High,Better
2933,Low,High,Better
2934,High,High,Better
2935,High,Very High,Better
2936,Very High,Low,Better
2937,Very High,Very High,Better
2938,Low,High,Better
2939,Very High,Low,Better
2940,Low,High,Better
2941,High,Very High,Good
2942,High,Medium,Best
2943,Medium,Medium,Bad
2944,Very High,Very High,Better
2945,Very High,Low,Better
2946,High,Medium,Good
2947,Low,High,Bad
2948,Low,Medium,Better
2949,Medium,Very High,Better
2950,Medium,Low,Better
2951,High,Very High,Better
2952,Very High,Very High,Better
2953,Very High,Low,Better
2954,Low,Medium,Good
2955,Very High,Very High,Good
2956,High,Very High,Best
2957,Very High,High,Best
2958,Low,Very High,Better
2959,Medium,Medium,Good
2960,Low,Low,Better
2961,High,Medium,Bad
2962,Low,Medium,Good
2963,High,High,Good
2964,Medium,High,Better
2965,Medium,Very High,Good
2966,Medium,Very High,Better
2967,Low,Low,Better
2968,Very High,Very High,Better
2969,Very High,High,Bad
2970,Very High,Very High,Better
2971,Low,Medium,Better
2972,Very High,Very High,Better
2973,High,Low,Better
2974,High,Medium,Better
2975,Very High,Medium,Good
2976,Very High,Very High,Better
2977,Medium,Very High,Good
2978,High,Medium,Best
2979,High,High,Better
2980,High,Medium,Good
2981,High,Very High,Better
2982,Very High,Medium,Better
2983,Very High,Medium,Better
2984,Very High,High,Better
2985,Medium,Low,Better
2986,Medium,Very High,Good
2987,High,Very High,Good
2988,Medium,Medium,Better
2989,Very High,High,Good
2990,Low,Medium,Better
2991,Very High,High,Better
2992,High,Very High,Better
2993,Low,Low,Better
2994,Low,Low,Better
2995,High,Very High,Bad
2996,Very High,Medium,Better
2997,High,Low,Better
2998,High,Very High,Better
2999,High,High,Better
3000,High,Medium,Good
3001,High,Medium,Good
3002,High,Medium,Better
3003,Very High,High,Better
3004,Very High,Very High,Better
3005,Low,Very High,Good
3006,Low,Very High,Good
3007,Very High,Very High,Better
3008,High,High,Better
3009,High,Very High,Better
3010,Very High,High,Good
3011,Medium,Very High,Good
3012,Very High,High,Better
3013,High,High,Best
3014,High,Medium,Better
3015,Very High,High,Good
3016,High,Low,Good
3017,Very High,Very High,Better
3018,Medium,Very High,Good
3019,Medium,Low,Good
3020,Medium,Very High,Better
3021,Very High,High,Better
3022,Medium,Medium,Better
3023,Very High,Very High,Good
3024,High,Very High,Better
3025,High,Very High,NA
3026,Very High,Medium,Better
3027,High,Medium,Better
3028,High,Very High,Good
3029,Very High,Medium,Better
3030,Medium,High,Better
3031,Low,Very High,Better
3032,Very High,High,Good
3033,High,High,Better
3034,High,Medium,Better
3035,Low,High,Bad
3036,High,Low,Better
3037,Very High,High,Best
3038,High,High,Better
3039,Low,Very High,Better
3040,Low,Medium,Better
3041,Very High,Very High,Better
3042,Low,Very High,Better
3043,Very High,High,Better
3044,Very High,High,Better
3045,Low,Very High,Good
3046,Very High,High,Better
3047,High,Low,Better
3048,High,High,Best
3049,Low,Medium,Better
3050,Very High,Very High,Better
3051,High,High,Better
3052,High,Medium,Better
3053,High,Medium,Better
3054,Very High,Very High,Better
3055,High,Medium,Better
3056,Very High,Medium,Better
3057,Medium,Very High,Better
3058,Medium,High,Better
3059,High,Very High,Good
3060,Very High,High,Better
3061,Low,Very High,Good
3062,High,Very High,Better
3063,Very High,High,Best
3064,High,Medium,Better
3065,High,Low,Better
3066,Low,Medium,Better
3067,Medium,High,Better
3068,High,Very High,Better
3069,Very High,Low,Good
3070,Very High,Medium,Better
3071,Medium,Low,Better
3072,High,Medium,Good
3073,Low,Medium,Better
3074,Medium,High,Better
3075,Low,Low,Good
3076,High,High,Better
3077,Medium,Low,Bad
3078,Very High,Very High,Better
3079,High,High,Better
3080,Medium,Very High,Better
3081,Medium,High,Better
3082,Very High,Low,Better
3083,Medium,High,Better
3084,High,Low,Good
3085,Medium,High,Better
3086,Medium,NA,Better
3087,High,Low,Better
3088,Low,Low,Better
3089,Very High,High,Better
3090,Low,Very High,Good
3091,Very High,Very High,Bad
3092,Low,High,Better
3093,High,Very High,Better
3094,Low,Low,Bad
3095,High,High,Good
3096,Very High,Very High,Best
3097,Low,Medium,Better
3098,Very High,High,Good
3099,Very High,Very High,Better
3100,High,High,Better
3101,Low,Very High,Bad
3102,High,Very High,Bad
3103,Medium,High,Better
3104,High,Medium,Best
3105,Low,Very High,Best
3106,High,Low,Better
3107,Low,Very High,Good
3108,Medium,High,Better
3109,High,Very High,Good
3110,High,Low,Best
3111,Low,Very High,Better
3112,Low,High,Bad
3113,Very High,High,Better
3114,High,High,Better
3115,NA,High,Better
3116,High,Very High,Better
3117,High,Medium,Best
3118,Medium,High,Best
3119,Low,Very High,Better
3120,Very High,Medium,Better
3121,Very High,High,Better
3122,Low,High,Better
3123,Medium,Low,Better
3124,Medium,High,Better
3125,Medium,Very High,Good
3126,High,High,Better
3127,Medium,Very High,Better
3128,Low,Medium,Better
3129,Very High,Very High,Better
3130,Medium,High,Better
3131,Medium,High,Better
3132,High,High,Better
3133,Medium,Very High,Best
3134,Very High,Low,Good
3135,Very High,Medium,Best
3136,Medium,High,Good
3137,Very High,Very High,Best
3138,Low,High,Better
3139,High,Very High,Good
3140,Medium,Medium,Better
3141,High,Low,Better
3142,Low,High,Better
3143,Low,High,Better
3144,Low,High,Better
3145,Very High,Very High,Better
3146,High,Very High,Bad
3147,Medium,Very High,Best
3148,Low,High,Good
3149,Medium,Low,Better
3150,Low,Medium,Better
3151,Very High,Low,Better
3152,Very High,High,Better
3153,Very High,Very High,Better
3154,High,High,Better
3155,Medium,Medium,Good
3156,Very High,High,Better
3157,Medium,Very High,Better
3158,Low,Medium,Best
3159,Very High,Medium,Better
3160,Low,Medium,Better
3161,Medium,High,Better
3162,Low,High,Better
3163,Medium,Low,Best
3164,Medium,Very High,Better
3165,Medium,Low,Bad
3166,Low,Very High,Better
3167,Low,Very High,Best
3168,Low,High,Good
3169,Very High,High,Good
3170,Very High,Medium,Best
3171,High,Very High,Better
3172,Medium,Very High,Good
3173,High,Low,Good
3174,Very High,High,Better
3175,Very High,Low,Bad
3176,Low,High,Best
3177,High,High,Better
3178,High,Low,Better
3179,High,High,Better
3180,Very High,Very High,Best
3181,Low,High,Better
3182,High,High,Better
3183,Low,Very High,Good
3184,High,High,Better
3185,Very High,Low,Best
3186,Medium,Very High,Good
3187,Low,Low,Better
3188,High,Very High,Better
3189,High,High,Better
3190,Medium,High,Good
3191,Medium,Very High,Better
3192,High,Very High,Bad
3193,High,Medium,Best
3194,Medium,Medium,Better
3195,Low,Very High,Better
3196,Very High,High,Better
3197,Low,Low,Better
3198,High,High,Better
3199,Low,Low,Best
3200,Very High,Medium,Better
3201,Very High,Very High,Better
3202,Medium,Very High,Better
3203,Medium,Medium,Better
3204,Very High,Very High,Better
3205,Very High,Very High,Better
3206,Very High,High,Better
3207,Very High,Medium,Best
3208,Low,High,Better
3209,Very High,High,Better
3210,Very High,Very High,Good
3211,Medium,High,Better
3212,Medium,Very High,Good
3213,High,Low,Better
3214,High,Very High,Better
3215,Very High,Low,Better
3216,Very High,Low,Better
3217,High,High,Better
3218,Medium,Very High,Good
3219,Low,Low,Better
3220,Very High,Low,Good
3221,Very High,High,Better
3222,Very High,Medium,Better
3223,Low,Medium,Better
3224,Low,Low,Better
3225,High,High,Best
3226,Low,High,Better
3227,Very High,High,Good
3228,High,Very High,Good
3229,High,High,Better
3230,High,High,Better
3231,Very High,Very High,Better
3232,Medium,High,Better
3233,Medium,Low,Best
3234,High,Medium,Bad
3235,High,Very High,Good
3236,Very High,Very High,Good
3237,Very High,Low,Bad
3238,Very High,Medium,Better
3239,Very High,Very High,Better
3240,Very High,Low,Best
3241,Low,Very High,Better
3242,Very High,High,Bad
3243,Medium,Low,Better
3244,High,Low,Best
3245,Very High,Very High,Good
3246,High,Very High,Good
3247,Medium,High,Better
3248,Low,High,Better
3249,Medium,High,Better
3250,Very High,Very High,Better
3251,Very High,Low,Better
3252,Low,Low,Better
3253,Very High,Very High,Better
3254,Low,Very High,Better
3255,Medium,High,Good
3256,Very High,Low,Good
3257,Medium,Very High,Better
3258,Very High,Low,Better
3259,High,Very High,Better
3260,Very High,Low,Good
3261,Low,Low,Better
3262,NA,Low,Better
3263,Low,Very High,Good
3264,Very High,High,Better
3265,High,Medium,Better
3266,High,Low,Better
3267,Medium,Very High,Good
3268,High,Low,Better
3269,High,Medium,Better
3270,Very High,High,Better
3271,High,High,Better
3272,Medium,Low,Better
3273,High,High,Best
3274,Low,Low,Better
3275,High,Very High,Good
3276,High,Medium,Better
3277,High,High,Better
3278,Very High,Medium,Better
3279,Very High,High,Better
3280,Very High,Very High,Better
3281,High,High,Good
3282,High,Medium,Better
3283,High,High,Better
3284,Low,High,Better
3285,High,Very High,Good
3286,Medium,High,Better
3287,Medium,Medium,Good
3288,Low,Low,Good
3289,High,Very High,Better
3290,High,Very High,Best
3291,High,Very High,Good
3292,Medium,Low,Better
3293,High,Very High,Better
3294,High,High,Best
3295,Medium,Medium,Better
3296,High,NA,Bad
3297,High,High,Better
3298,Very High,Very High,Good
3299,Low,High,Good
3300,Very High,Medium,Good
3301,Low,Low,Good
3302,Low,Low,Better
3303,High,Low,Good
3304,Medium,Very High,Good
3305,Medium,Very High,Good
3306,Medium,Very High,Good
3307,Low,Very High,Better
3308,Very High,Low,Better
3309,High,High,Good
3310,High,Very High,Better
3311,Very High,High,Better
3312,Medium,Very High,Better
3313,Very High,Very High,Bad
3314,Low,Very High,Good
3315,Medium,Very High,Better
3316,Low,Low,Better
3317,High,Low,Better
3318,Very High,High,Better
3319,Very High,Medium,Good
3320,Very High,Very High,Better
3321,High,Low,Best
3322,High,Low,Better
3323,Low,Very High,Good
3324,Medium,Medium,Better
3325,Medium,Medium,Better
3326,High,Very High,Good
3327,Very High,Very High,Better
3328,Medium,High,Better
3329,Low,Very High,Better
3330,Very High,Medium,Better
3331,High,Very High,Better
3332,Very High,Very High,Better
3333,Very High,Very High,Good
3334,High,Very High,Better
3335,Low,Medium,Better
3336,Low,Low,Better
3337,Very High,Very High,Better
3338,Very High,Medium,Best
3339,Low,Very High,Bad
3340,Low,Very High,NA
3341,Medium,Low,Better
3342,Low,Very High,Better
3343,Very High,Very High,Good
3344,Low,Medium,Best
3345,High,High,Good
3346,Very High,Very High,Good
3347,High,Very High,Good
3348,Very High,Very High,Good
3349,Medium,High,Best
3350,Medium,Very High,Good
3351,High,High,Better
3352,Very High,Low,Bad
3353,Medium,High,Better
3354,Medium,Medium,Better
3355,High,High,Better
3356,High,Low,Better
3357,High,Medium,Better
3358,Medium,High,Best
3359,Very High,Very High,Bad
3360,Low,Medium,Good
3361,Very High,High,Good
3362,Very High,High,Good
3363,Medium,Very High,Better
3364,Very High,Low,Better
3365,High,Medium,Better
3366,High,Medium,Better
3367,Low,Medium,Good
3368,High,Low,Better
3369,Very High,Low,Better
3370,High,High,Better
3371,Very High,Medium,Best
3372,Low,Low,Better
3373,Very High,Very High,Bad
3374,Very High,Medium,Better
3375,High,Low,Best
3376,High,Very High,Better
3377,Medium,Very High,Better
3378,Low,High,Bad
3379,High,Medium,Good
3380,High,Very High,Better
3381,High,High,Better
3382,Very High,Very High,Good
3383,Very High,High,Better
3384,High,High,Best
3385,High,High,Best
3386,High,Very High,Better
3387,Very High,Very High,Better
3388,NA,High,Better
3389,Medium,Medium,Good
3390,High,High,Best
3391,Low,Very High,Better
3392,High,Low,Better
3393,Very High,High,Better
3394,Very High,Low,Better
3395,Medium,Very High,Better
3396,Very High,Very High,Better
3397,Very High,Very High,Good
3398,High,Medium,Better
3399,Low,High,Best
3400,High,Medium,Better
3401,Very High,Low,Better
3402,Very High,Very High,Better
3403,Low,High,Better
3404,Very High,High,Better
3405,High,High,Good
3406,Very High,High,Better
3407,Very High,High,Better
3408,High,Medium,Bad
3409,High,Low,Better
3410,Medium,Very High,Better
3411,High,High,Better
3412,High,High,Good
3413,Medium,Low,Good
3414,Very High,Low,Better
3415,Medium,Medium,Better
3416,Very High,Very High,Better
3417,Medium,Low,Good
3418,Low,High,Better
3419,High,High,Better
3420,Very High,High,Better
3421,Very High,Very High,Better
3422,Low,Very High,Better
3423,Medium,Very High,Good
3424,Very High,High,Best
3425,Low,Very High,Better
3426,High,Very High,Better
3427,Low,Medium,Bad
3428,High,Medium,Better
3429,Medium,High,Better
3430,Medium,Very High,Better
3431,Medium,Low,Better
3432,Low,Very High,Better
3433,Very High,Very High,Better
3434,Very High,High,Better
3435,High,Low,Better
3436,Very High,Low,Better
3437,Medium,Very High,Good
3438,Very High,Very High,Best
3439,Very High,High,Better
3440,Medium,Very High,Good
